DATE, PLUV (mm) , COTE (m) , VOLUME (Mm3) , SURFACE (Ha) , EVP (mm) , V. Evap (Mm3) , IRRIGATION (Mm3) , DEVASEMENT (Mm3) , TURBINAGE (Mm3) , FUITE (Mm3) , TRANSFERT (Mm3) , DEVERSEMENT (Mm3) , Tot Lach (Mm3) , Bilan (Mm3) , Apport(Mm3) , Perte (Mm3) 
8/1/1999, 0.0000 , 121.2800 , 44.7850 , 634.0000 , 8.9600 , 0.0426 , 0.0250 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , **** , **** , **** , **** 
8/2/1999, 0.0000 , 121.2600 , 44.6575 , 633.0000 , 10.4000 , 0.0494 , 0.0250 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0250 , -0.0531 , 0.0000 , -0.0531 
8/3/1999, 0.0000 , 121.2500 , 44.5938 , 632.5000 , 9.4500 , 0.0448 , 0.0250 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0250 , 0.0061 , 0.0061 , 0.0000 
8/4/1999, 0.0000 , 121.2400 , 44.5300 , 632.0000 , 8.4700 , 0.0401 , 0.0250 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0250 , 0.0014 , 0.0014 , 0.0000 
8/5/1999, 0.0000 , 121.2300 , 44.4663 , 631.5000 , 12.0000 , 0.0568 , 0.0250 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0250 , 0.0181 , 0.0181 , 0.0000 
8/6/1999, 0.0000 , 121.2200 , 44.4025 , 631.0000 , 12.0000 , 0.0568 , 0.0340 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0340 , 0.0270 , 0.0270 , 0.0000 
8/7/1999, 0.0000 , 121.2100 , 44.3387 , 630.5000 , 12.0900 , 0.0572 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0279 , 0.0279 , 0.0000 
8/8/1999, 0.0000 , 121.2000 , 44.2750 , 630.0000 , 12.0900 , 0.0571 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0278 , 0.0278 , 0.0000 
8/9/1999, 0.0000 , 121.1900 , 44.2112 , 629.5000 , 12.8500 , 0.0607 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0314 , 0.0314 , 0.0000 
8/10/1999, 0.0000 , 121.1700 , 44.0838 , 628.5000 , 12.8000 , 0.0603 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , -0.0327 , 0.0000 , -0.0327 
8/11/1999, 0.0000 , 121.1600 , 44.0200 , 628.0000 , 11.3400 , 0.0534 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0241 , 0.0241 , 0.0000 
8/12/1999, 0.0000 , 121.1500 , 43.9562 , 627.5000 , 9.8000 , 0.0461 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0168 , 0.0168 , 0.0000 
8/13/1999, 0.2000 , 121.1400 , 43.8925 , 627.0000 , 9.8300 , 0.0462 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0169 , 0.0169 , 0.0000 
8/14/1999, 0.1000 , 121.1300 , 43.8287 , 626.5000 , 7.7000 , 0.0362 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0069 , 0.0069 , 0.0000 
8/15/1999, 0.0000 , 121.1100 , 43.7013 , 625.5000 , 8.4700 , 0.0397 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , -0.0533 , 0.0000 , -0.0533 
8/16/1999, 0.0000 , 121.1000 , 43.6375 , 625.0000 , 7.7000 , 0.0361 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0068 , 0.0068 , 0.0000 
8/17/1999, 0.0000 , 121.0900 , 43.5737 , 624.5000 , 9.0000 , 0.0422 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0129 , 0.0129 , 0.0000 
8/18/1999, 0.0000 , 121.0800 , 43.5100 , 624.0000 , 10.5000 , 0.0491 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0199 , 0.0199 , 0.0000 
8/19/1999, 0.0000 , 121.0700 , 43.4462 , 623.5000 , 10.5000 , 0.0491 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0198 , 0.0198 , 0.0000 
8/20/1999, 0.0000 , 121.0600 , 43.3825 , 623.0000 , 10.9600 , 0.0512 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0219 , 0.0219 , 0.0000 
8/21/1999, 0.0000 , 121.0500 , 43.3188 , 622.5000 , 11.3400 , 0.0529 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0237 , 0.0237 , 0.0000 
8/22/1999, 0.0000 , 121.0200 , 43.1275 , 621.0000 , 10.9000 , 0.0508 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , -0.1060 , 0.0000 , -0.1060 
8/23/1999, 0.0000 , 121.0000 , 43.0000 , 620.0000 , 10.5000 , 0.0488 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , -0.0442 , 0.0000 , -0.0442 
8/24/1999, 0.0000 , 120.9800 , 42.8775 , 618.8000 , 10.9000 , 0.0506 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , -0.0374 , 0.0000 , -0.0374 
8/25/1999, 0.0000 , 120.9600 , 42.7550 , 617.6000 , 10.9000 , 0.0505 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , -0.0375 , 0.0000 , -0.0375 
8/26/1999, 0.0000 , 120.9500 , 42.6938 , 617.0000 , 12.0900 , 0.0559 , 0.0345 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0345 , 0.0292 , 0.0292 , 0.0000 
8/27/1999, 0.0000 , 120.9500 , 42.6938 , 617.0000 , 12.0900 , 0.0559 , 0.0310 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0310 , 0.0869 , 0.0869 , 0.0000 
8/28/1999, 0.0000 , 120.9400 , 42.6325 , 616.4000 , 10.9000 , 0.0504 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0151 , 0.0151 , 0.0000 
8/29/1999, 0.0000 , 120.9400 , 42.6325 , 616.4000 , 10.6000 , 0.0490 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0750 , 0.0750 , 0.0000 
8/30/1999, 0.0000 , 120.9300 , 42.5712 , 615.8000 , 9.0000 , 0.0416 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0063 , 0.0063 , 0.0000 
8/31/1999, 0.0000 , 120.9300 , 42.5712 , 615.8000 , 8.7000 , 0.0402 , 0.0250 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0250 , 0.0652 , 0.0652 , 0.0000 
9/1/1999, 0.0000 , 120.9200 , 42.5100 , 615.2000 , 6.0000 , 0.0277 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0076 , 0.0000 , -0.0076 
9/2/1999, 0.0000 , 120.9200 , 42.5100 , 615.2000 , 6.8000 , 0.0314 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0574 , 0.0574 , 0.0000 
9/3/1999, 0.0000 , 120.9100 , 42.4487 , 614.6000 , 6.8000 , 0.0313 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0039 , 0.0000 , -0.0039 
9/4/1999, 0.0000 , 120.9100 , 42.4487 , 614.6000 , 7.9000 , 0.0364 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0624 , 0.0624 , 0.0000 
9/5/1999, 0.0000 , 120.9000 , 42.3875 , 614.0000 , 7.2000 , 0.0332 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0021 , 0.0000 , -0.0021 
9/6/1999, 0.0000 , 120.9000 , 42.3875 , 614.0000 , 8.1000 , 0.0373 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0633 , 0.0633 , 0.0000 
9/7/1999, 0.0000 , 120.9000 , 42.3875 , 614.0000 , 8.1000 , 0.0373 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0633 , 0.0633 , 0.0000 
9/8/1999, 6.4000 , 120.8900 , 42.3263 , 613.4000 , 6.0000 , 0.0276 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0076 , 0.0000 , -0.0076 
9/9/1999, 5.8000 , 120.8800 , 42.2650 , 612.8000 , 5.4000 , 0.0248 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0104 , 0.0000 , -0.0104 
9/10/1999, 0.0000 , 120.8700 , 42.2037 , 612.2000 , 6.0000 , 0.0275 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0077 , 0.0000 , -0.0077 
9/11/1999, 0.0000 , 120.8600 , 42.1425 , 611.6000 , 5.4000 , 0.0248 , 0.0350 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0350 , -0.0015 , 0.0000 , -0.0015 
9/12/1999, 27.4000 , 120.8600 , 42.1425 , 611.6000 , 5.0000 , 0.0229 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0489 , 0.0489 , 0.0000 
9/13/1999, 1.2000 , 120.8700 , 42.2037 , 612.2000 , 2.3000 , 0.0106 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0978 , 0.0978 , 0.0000 
9/14/1999, 0.0000 , 120.8600 , 42.1425 , 611.6000 , 8.2000 , 0.0376 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0024 , 0.0024 , 0.0000 
9/15/1999, 0.0000 , 120.8500 , 42.0812 , 611.0000 , 5.0000 , 0.0229 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0123 , 0.0000 , -0.0123 
9/16/1999, 0.5000 , 120.8400 , 42.0200 , 610.4000 , 5.0000 , 0.0229 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0124 , 0.0000 , -0.0124 
9/17/1999, 0.0000 , 120.8300 , 41.9588 , 609.8000 , 6.0000 , 0.0274 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0078 , 0.0000 , -0.0078 
9/18/1999, 0.0000 , 120.8200 , 41.8975 , 609.2000 , 7.0000 , 0.0320 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0033 , 0.0000 , -0.0033 
9/19/1999, 0.0000 , 120.8100 , 41.8362 , 608.6000 , 7.8000 , 0.0356 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0004 , 0.0004 , 0.0000 
9/20/1999, 0.0000 , 120.8000 , 41.7750 , 608.0000 , 7.2000 , 0.0328 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0024 , 0.0000 , -0.0024 
9/21/1999, 0.0000 , 120.7900 , 41.7137 , 607.4000 , 8.8600 , 0.0404 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0051 , 0.0051 , 0.0000 
9/22/1999, 0.0000 , 120.7800 , 41.6525 , 606.8000 , 8.9800 , 0.0409 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0056 , 0.0056 , 0.0000 
9/23/1999, 0.0000 , 120.7700 , 41.5913 , 606.2000 , 8.5000 , 0.0386 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0034 , 0.0034 , 0.0000 
9/24/1999, 0.0000 , 120.7600 , 41.5300 , 605.6000 , 7.0800 , 0.0322 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0031 , 0.0000 , -0.0031 
9/25/1999, 0.0000 , 120.7500 , 41.4688 , 605.0000 , 7.2000 , 0.0327 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0026 , 0.0000 , -0.0026 
9/26/1999, 0.0000 , 120.7400 , 41.4075 , 604.4000 , 7.6000 , 0.0345 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0008 , 0.0000 , -0.0008 
9/27/1999, 0.0000 , 120.7300 , 41.3462 , 603.8000 , 7.6000 , 0.0344 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0008 , 0.0000 , -0.0008 
9/28/1999, 0.0000 , 120.7200 , 41.2850 , 603.2000 , 5.3000 , 0.0240 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0113 , 0.0000 , -0.0113 
9/29/1999, 0.0000 , 120.7100 , 41.2238 , 602.6000 , 5.1000 , 0.0230 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0122 , 0.0000 , -0.0122 
9/30/1999, 0.0000 , 120.7000 , 41.1625 , 602.0000 , 5.1000 , 0.0230 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0122 , 0.0000 , -0.0122 
10/1/1999, 0.0000 , 120.6900 , 41.1013 , 601.4000 , 3.8200 , 0.0172 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0180 , 0.0000 , -0.0180 
10/2/1999, 0.0000 , 120.6800 , 41.0400 , 600.8000 , 5.5300 , 0.0249 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , -0.0103 , 0.0000 , -0.0103 
10/3/1999, 0.0000 , 120.6700 , 40.9787 , 600.2000 , 4.7000 , 0.0212 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0161 , 0.0000 , -0.0161 
10/4/1999, 0.0000 , 120.6600 , 40.9175 , 599.6000 , 5.5300 , 0.0249 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0124 , 0.0000 , -0.0124 
10/5/1999, 0.0000 , 120.6500 , 40.8563 , 599.0000 , 4.7000 , 0.0211 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0161 , 0.0000 , -0.0161 
10/6/1999, 0.0000 , 120.6400 , 40.7950 , 598.4000 , 6.3000 , 0.0283 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0090 , 0.0000 , -0.0090 
10/7/1999, 0.3000 , 120.6300 , 40.7338 , 597.8000 , 5.1000 , 0.0229 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0144 , 0.0000 , -0.0144 
10/8/1999, 0.0000 , 120.6200 , 40.6725 , 597.2000 , 4.2500 , 0.0190 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0182 , 0.0000 , -0.0182 
10/9/1999, 5.7000 , 120.6100 , 40.6112 , 596.6000 , 1.2000 , 0.0054 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0319 , 0.0000 , -0.0319 
10/10/1999, 0.2000 , 120.6000 , 40.5500 , 596.0000 , 3.0000 , 0.0134 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0238 , 0.0000 , -0.0238 
10/11/1999, 0.0000 , 120.5600 , 40.3050 , 593.6000 , 3.0000 , 0.0134 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.2076 , 0.0000 , -0.2076 
10/12/1999, 0.0000 , 120.5700 , 40.3663 , 594.2000 , 3.7000 , 0.0165 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , 0.1017 , 0.1017 , 0.0000 
10/13/1999, 0.0000 , 120.5700 , 40.3663 , 594.2000 , 3.7000 , 0.0165 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , 0.0405 , 0.0405 , 0.0000 
10/14/1999, 0.0000 , 120.5600 , 40.3050 , 593.6000 , 4.2000 , 0.0187 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0186 , 0.0000 , -0.0186 
10/15/1999, 0.0000 , 120.5500 , 40.2437 , 593.0000 , 4.9200 , 0.0219 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0154 , 0.0000 , -0.0154 
10/16/1999, 0.0000 , 120.5400 , 40.1825 , 592.4000 , 4.9300 , 0.0219 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0153 , 0.0000 , -0.0153 
10/17/1999, 0.0000 , 120.5300 , 40.1213 , 591.8000 , 3.9000 , 0.0173 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0199 , 0.0000 , -0.0199 
10/18/1999, 0.0000 , 120.5200 , 40.0600 , 591.2000 , 3.9000 , 0.0173 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0200 , 0.0000 , -0.0200 
10/19/1999, 0.0000 , 120.5100 , 39.9988 , 590.6000 , 3.9000 , 0.0173 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0200 , 0.0000 , -0.0200 
10/20/1999, 0.0000 , 120.5000 , 39.9375 , 590.0000 , 3.4000 , 0.0150 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0222 , 0.0000 , -0.0222 
10/21/1999, 0.0000 , 120.4900 , 39.8787 , 589.4000 , 3.4000 , 0.0150 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0197 , 0.0000 , -0.0197 
10/22/1999, 0.0000 , 120.4800 , 39.8200 , 588.8000 , 4.6000 , 0.0203 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0144 , 0.0000 , -0.0144 
10/23/1999, 0.0000 , 120.4700 , 39.7612 , 588.2000 , 6.0500 , 0.0267 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0081 , 0.0000 , -0.0081 
10/24/1999, 0.0000 , 120.4600 , 39.7025 , 587.6000 , 4.5000 , 0.0198 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0149 , 0.0000 , -0.0149 
10/25/1999, 0.0000 , 120.4500 , 39.6437 , 587.0000 , 4.5000 , 0.0198 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0149 , 0.0000 , -0.0149 
10/26/1999, 0.0000 , 120.4400 , 39.5850 , 586.4000 , 6.0000 , 0.0264 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0084 , 0.0000 , -0.0084 
10/27/1999, 0.0000 , 120.4300 , 39.5262 , 585.8000 , 6.8000 , 0.0299 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0049 , 0.0000 , -0.0049 
10/28/1999, 0.0000 , 120.4200 , 39.4675 , 585.2000 , 6.8100 , 0.0299 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0049 , 0.0000 , -0.0049 
10/29/1999, 0.0000 , 120.4100 , 39.4087 , 584.6000 , 6.0500 , 0.0265 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0082 , 0.0000 , -0.0082 
10/30/1999, 0.0000 , 120.4000 , 39.3500 , 584.0000 , 5.1000 , 0.0223 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0124 , 0.0000 , -0.0124 
10/31/1999, 0.0000 , 120.3900 , 39.2912 , 583.4000 , 6.5000 , 0.0284 , 0.0270 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , -0.0033 , 0.0000 , -0.0033 
11/1/1999, 0.0000 , 120.3800 , 39.2325 , 582.8000 , 4.9000 , 0.0214 , 0.0270 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , -0.0103 , 0.0000 , -0.0103 
11/2/1999, 0.0000 , 120.3700 , 39.1737 , 582.2000 , 5.9000 , 0.0258 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0090 , 0.0000 , -0.0090 
11/3/1999, 0.0000 , 120.3600 , 39.1150 , 581.6000 , 5.9000 , 0.0257 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0090 , 0.0000 , -0.0090 
11/4/1999, 0.0000 , 120.3500 , 39.0562 , 581.0000 , 4.7800 , 0.0208 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0139 , 0.0000 , -0.0139 
11/5/1999, 4.7000 , 120.3400 , 38.9975 , 580.4000 , 2.6000 , 0.0113 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0234 , 0.0000 , -0.0234 
11/6/1999, 0.0000 , 120.3300 , 38.9387 , 579.8000 , 2.9000 , 0.0126 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0221 , 0.0000 , -0.0221 
11/7/1999, 2.5000 , 120.3200 , 38.8800 , 579.2000 , 1.2000 , 0.0052 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0295 , 0.0000 , -0.0295 
11/8/1999, 4.5000 , 120.3200 , 38.8800 , 579.2000 , 1.5000 , 0.0065 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , 0.0305 , 0.0305 , 0.0000 
11/9/1999, 4.7000 , 120.3200 , 38.8800 , 579.2000 , 1.2800 , 0.0056 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , 0.0296 , 0.0296 , 0.0000 
11/10/1999, 0.0000 , 120.3100 , 38.8212 , 578.6000 , 2.5000 , 0.0108 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0239 , 0.0000 , -0.0239 
11/11/1999, 0.0000 , 120.3000 , 38.7625 , 578.0000 , 2.5100 , 0.0109 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , -0.0319 , 0.0000 , -0.0319 
11/12/1999, 0.0000 , 120.2900 , 38.7037 , 577.4000 , 1.8100 , 0.0078 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , -0.0349 , 0.0000 , -0.0349 
11/13/1999, 0.0000 , 120.2900 , 38.7037 , 577.4000 , 2.1200 , 0.0092 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , 0.0252 , 0.0252 , 0.0000 
11/14/1999, 1.7000 , 120.2800 , 38.6450 , 576.8000 , 1.8100 , 0.0078 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , -0.0349 , 0.0000 , -0.0349 
11/15/1999, 0.6000 , 120.2800 , 38.6450 , 576.8000 , 2.5000 , 0.0108 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , 0.0268 , 0.0268 , 0.0000 
11/16/1999, 0.0000 , 120.2800 , 38.6450 , 576.8000 , 2.1800 , 0.0094 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , 0.0254 , 0.0254 , 0.0000 
11/17/1999, 0.0000 , 120.2700 , 38.5862 , 576.2000 , 1.8100 , 0.0078 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , -0.0349 , 0.0000 , -0.0349 
11/18/1999, 0.0000 , 120.2600 , 38.5275 , 575.6000 , 1.7000 , 0.0073 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , -0.0354 , 0.0000 , -0.0354 
11/19/1999, 0.0000 , 120.2500 , 38.4688 , 575.0000 , 2.5500 , 0.0110 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , -0.0318 , 0.0000 , -0.0318 
11/20/1999, 0.0000 , 120.2400 , 38.4100 , 574.4000 , 2.1200 , 0.0091 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , -0.0336 , 0.0000 , -0.0336 
11/21/1999, 0.0000 , 120.2300 , 38.3513 , 573.8000 , 2.5000 , 0.0108 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , -0.0320 , 0.0000 , -0.0320 
11/22/1999, 0.6000 , 120.2200 , 38.2925 , 573.2000 , 1.8000 , 0.0077 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , -0.0350 , 0.0000 , -0.0350 
11/23/1999, 4.5000 , 120.2100 , 38.2338 , 572.6000 , 1.1400 , 0.0049 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , -0.0379 , 0.0000 , -0.0379 
11/24/1999, 0.7000 , 120.2100 , 38.2338 , 572.6000 , 1.8100 , 0.0078 , 0.0160 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0160 , 0.0238 , 0.0238 , 0.0000 
