DATE, PLUV (mm) , COTE (m) , VOLUME (Mm3) , SURFACE (Ha) , EVP (mm) , V. Evap (Mm3) , IRRIGATION (Mm3) , DEVASEMENT (Mm3) , TURBINAGE (Mm3) , FUITE (Mm3) , TRANSFERT (Mm3) , DEVERSEMENT (Mm3) , Tot Lach (Mm3) , Bilan (Mm3) , Apport(Mm3) , Perte (Mm3) 
4/16/2005, 0.0000 , 122.6800 , 42.8385 , 691.2558 , 2.6000 , 0.0135 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1190 , 0.1190 , 0.1325 , 0.1325 , 0.0000 
4/17/2005, 0.0000 , 122.6800 , 42.8385 , 691.2558 , 3.7000 , 0.0192 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1190 , 0.1190 , 0.1382 , 0.1382 , 0.0000 
4/18/2005, 0.0000 , 122.6800 , 42.8385 , 691.2558 , 3.7000 , 0.0192 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1190 , 0.1190 , 0.1382 , 0.1382 , 0.0000 
4/19/2005, 0.0000 , 122.6700 , 42.7697 , 691.8616 , 3.8000 , 0.0197 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1090 , 0.1090 , 0.0599 , 0.0599 , 0.0000 
4/20/2005, 0.0000 , 122.6700 , 42.7697 , 691.8616 , 3.4000 , 0.0176 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1090 , 0.1090 , 0.1266 , 0.1266 , 0.0000 
4/21/2005, 0.0000 , 122.6700 , 42.7697 , 691.8616 , 3.4000 , 0.0176 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1090 , 0.1090 , 0.1266 , 0.1266 , 0.0000 
4/22/2005, 0.0000 , 122.6600 , 42.7009 , 692.4674 , 2.6000 , 0.0135 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1000 , 0.1000 , 0.0447 , 0.0447 , 0.0000 
4/23/2005, 0.0000 , 122.6600 , 42.7009 , 692.4674 , 3.4000 , 0.0177 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1000 , 0.1000 , 0.1177 , 0.1177 , 0.0000 
4/24/2005, 0.0000 , 122.6600 , 42.7009 , 692.4674 , 4.3000 , 0.0223 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1000 , 0.1000 , 0.1223 , 0.1223 , 0.0000 
4/25/2005, 0.0000 , 122.6500 , 42.6320 , 693.0731 , 4.4000 , 0.0229 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0910 , 0.0910 , 0.0450 , 0.0450 , 0.0000 
4/26/2005, 0.0000 , 122.6400 , 42.5632 , 693.6789 , 3.0000 , 0.0156 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0820 , 0.0820 , 0.0288 , 0.0288 , 0.0000 
4/27/2005, 0.0000 , 122.6300 , 42.4943 , 694.2847 , 4.2000 , 0.0219 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0729 , 0.0729 , 0.0259 , 0.0259 , 0.0000 
4/28/2005, 0.0000 , 122.6300 , 42.4943 , 694.2847 , 4.5000 , 0.0234 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0729 , 0.0729 , 0.0963 , 0.0963 , 0.0000 
4/29/2005, 0.0000 , 122.6200 , 42.4255 , 694.8904 , 3.8000 , 0.0198 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0638 , 0.0638 , 0.0148 , 0.0148 , 0.0000 
4/30/2005, 0.0000 , 122.6200 , 42.4255 , 694.8904 , 4.5000 , 0.0235 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0638 , 0.0638 , 0.0872 , 0.0872 , 0.0000 
5/1/2005, 0.0000 , 122.6200 , 42.4255 , 694.8904 , 4.7000 , 0.0245 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0638 , 0.0638 , 0.0883 , 0.0883 , 0.0000 
5/2/2005, 0.0000 , 122.6100 , 42.3567 , 695.4962 , 4.5000 , 0.0235 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0550 , 0.0550 , 0.0096 , 0.0096 , 0.0000 
5/3/2005, 0.0000 , 122.6100 , 42.3567 , 695.4962 , 5.3000 , 0.0276 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0550 , 0.0550 , 0.0826 , 0.0826 , 0.0000 
5/4/2005, 0.0000 , 122.6000 , 42.2878 , 696.1020 , 4.6000 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0456 , 0.0456 , 0.0007 , 0.0007 , 0.0000 
5/5/2005, 0.0000 , 122.5900 , 42.2190 , 696.7078 , 5.7000 , 0.0298 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0390 , 0.0390 , -0.0001 , 0.0000 , -0.0001 
5/6/2005, 1.2000 , 122.5900 , 42.2190 , 696.7078 , 2.3000 , 0.0120 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0340 , 0.0340 , 0.0460 , 0.0460 , 0.0000 
5/7/2005, 0.0000 , 122.5800 , 42.1502 , 697.3135 , 4.5000 , 0.0235 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0450 , 0.0450 , -0.0003 , 0.0000 , -0.0003 
5/8/2005, 0.0000 , 122.5800 , 42.1502 , 697.3135 , 4.9000 , 0.0256 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , 0.0270 , 0.0526 , 0.0526 , 0.0000 
5/9/2005, 0.0000 , 122.5700 , 42.0813 , 697.9193 , 4.9000 , 0.0256 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0430 , 0.0430 , -0.0002 , 0.0000 , -0.0002 
5/10/2005, 0.0000 , 122.5600 , 42.0125 , 698.5251 , 4.9000 , 0.0257 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0090 , 0.0090 , -0.0342 , 0.0000 , -0.0342 
5/11/2005, 0.0000 , 122.5600 , 42.0125 , 698.5251 , 5.3000 , 0.0278 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0090 , 0.0090 , 0.0368 , 0.0368 , 0.0000 
5/12/2005, 0.0000 , 122.5500 , 41.9436 , 699.1308 , 5.6000 , 0.0294 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0456 , 0.0456 , 0.0061 , 0.0061 , 0.0000 
5/13/2005, 2.5000 , 122.5500 , 41.9436 , 699.1308 , 4.2000 , 0.0220 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0456 , 0.0456 , 0.0676 , 0.0676 , 0.0000 
5/14/2005, 0.0000 , 122.5400 , 41.8748 , 699.7366 , 5.7000 , 0.0299 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0390 , 0.0390 , 0.0001 , 0.0001 , 0.0000 
5/15/2005, 0.0000 , 122.5400 , 41.8748 , 699.7366 , 5.1000 , 0.0268 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0370 , 0.0370 , 0.0638 , 0.0638 , 0.0000 
5/16/2005, 0.0000 , 122.5300 , 41.8060 , 700.3424 , 5.1000 , 0.0268 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , 0.0270 , -0.0151 , 0.0000 , -0.0151 
5/17/2005, 0.0000 , 122.5300 , 41.8060 , 700.3424 , 4.5000 , 0.0236 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , 0.0270 , 0.0506 , 0.0506 , 0.0000 
5/18/2005, 0.0000 , 122.5200 , 41.7371 , 700.9481 , 3.4000 , 0.0179 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0510 , 0.0510 , 0.0000 , 0.0000 , 0.0000 
5/19/2005, 0.0000 , 122.5200 , 41.7371 , 700.9481 , 3.0000 , 0.0158 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0180 , 0.0180 , 0.0338 , 0.0338 , 0.0000 
5/20/2005, 0.0000 , 122.5100 , 41.6683 , 701.5539 , 4.5000 , 0.0237 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0910 , 0.0910 , 0.0458 , 0.0458 , 0.0000 
5/21/2005, 0.0000 , 122.5100 , 41.6683 , 701.5539 , 5.3000 , 0.0279 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0090 , 0.0330 , 0.0609 , 0.0609 , 0.0000 
5/22/2005, 0.0000 , 122.5100 , 41.6683 , 701.5539 , 5.1000 , 0.0268 , 0.0300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0090 , 0.0390 , 0.0658 , 0.0658 , 0.0000 
5/23/2005, 0.0000 , 122.5000 , 41.5994 , 702.1597 , 5.1000 , 0.0269 , 0.0420 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0420 , 0.0000 , 0.0000 , 0.0000 
5/24/2005, 0.0000 , 122.4900 , 41.5336 , 671.3359 , 5.3000 , 0.0267 , 0.0400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0400 , 0.0008 , 0.0008 , 0.0000 
5/25/2005, 0.0000 , 122.4800 , 41.4678 , 670.8005 , 4.9000 , 0.0247 , 0.0410 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0410 , -0.0002 , 0.0000 , -0.0002 
5/26/2005, 0.0000 , 122.4700 , 41.4019 , 670.2652 , 5.7000 , 0.0287 , 0.0390 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0390 , 0.0018 , 0.0018 , 0.0000 
5/27/2005, 0.0000 , 122.4700 , 41.4019 , 670.2652 , 6.0000 , 0.0302 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , 0.0472 , 0.0472 , 0.0000 
5/28/2005, 0.0000 , 122.4500 , 41.2703 , 669.1946 , 6.4000 , 0.0321 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , -0.0826 , 0.0000 , -0.0826 
5/29/2005, 0.0000 , 122.4400 , 41.2044 , 668.6593 , 6.8000 , 0.0341 , 0.0320 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0320 , 0.0003 , 0.0003 , 0.0000 
5/30/2005, 0.0000 , 122.4300 , 41.1386 , 668.1239 , 6.8000 , 0.0341 , 0.0320 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0320 , 0.0002 , 0.0002 , 0.0000 
5/31/2005, 0.0000 , 122.4200 , 41.0727 , 667.5886 , 8.3000 , 0.0416 , 0.0250 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0250 , 0.0007 , 0.0007 , 0.0000 
6/1/2005, 0.0000 , 122.4200 , 41.0727 , 667.5886 , 7.4000 , 0.0371 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , 0.0541 , 0.0541 , 0.0000 
6/2/2005, 0.0000 , 122.4100 , 41.0069 , 667.0533 , 8.7000 , 0.0435 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , -0.0053 , 0.0000 , -0.0053 
6/3/2005, 0.3000 , 122.4000 , 40.9411 , 666.5180 , 6.0000 , 0.0300 , 0.0190 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0190 , -0.0168 , 0.0000 , -0.0168 
6/4/2005, 0.0000 , 122.3900 , 40.8752 , 665.9827 , 5.7000 , 0.0285 , 0.0470 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0470 , 0.0096 , 0.0096 , 0.0000 
6/5/2005, 0.0000 , 122.3900 , 40.8752 , 665.9827 , 6.3000 , 0.0315 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , 0.0485 , 0.0485 , 0.0000 
6/6/2005, 0.0000 , 122.3800 , 40.8094 , 665.4473 , 6.2000 , 0.0309 , 0.0350 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0350 , 0.0001 , 0.0001 , 0.0000 
6/7/2005, 0.0000 , 122.3800 , 40.8094 , 665.4473 , 7.6000 , 0.0379 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , 0.0549 , 0.0549 , 0.0000 
6/8/2005, 0.0000 , 122.3600 , 40.6777 , 664.3767 , 8.1000 , 0.0404 , 0.0910 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0910 , -0.0003 , 0.0000 , -0.0003 
6/9/2005, 0.0000 , 122.3500 , 40.6119 , 663.8414 , 7.6000 , 0.0378 , 0.0280 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0280 , 0.0000 , 0.0000 , 0.0000 
6/10/2005, 0.0000 , 122.3400 , 40.5461 , 663.3061 , 6.0000 , 0.0298 , 0.0360 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0360 , 0.0000 , 0.0000 , 0.0000 
6/11/2005, 0.0000 , 122.3400 , 40.5461 , 663.3061 , 6.4000 , 0.0318 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , 0.0488 , 0.0488 , 0.0000 
6/12/2005, 0.0000 , 122.3300 , 40.4802 , 662.7707 , 7.0000 , 0.0348 , 0.0310 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0310 , -0.0000 , 0.0000 , -0.0000 
6/13/2005, 0.0000 , 122.3200 , 40.4144 , 662.2354 , 7.0000 , 0.0348 , 0.0310 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0310 , -0.0001 , 0.0000 , -0.0001 
6/14/2005, 0.0000 , 122.3100 , 40.3485 , 661.7001 , 7.2000 , 0.0357 , 0.0300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0300 , -0.0001 , 0.0000 , -0.0001 
6/15/2005, 32.4000 , 122.3300 , 40.4802 , 662.7707 , 3.8000 , 0.0189 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , 0.1676 , 0.1676 , 0.0000 
6/16/2005, 0.0000 , 122.3200 , 40.4144 , 662.2354 , 7.9000 , 0.0392 , 0.0270 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , 0.0004 , 0.0004 , 0.0000 
6/17/2005, 0.0000 , 122.3100 , 40.3485 , 661.7001 , 8.3000 , 0.0412 , 0.0250 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0250 , 0.0004 , 0.0004 , 0.0000 
6/18/2005, 12.4000 , 122.3300 , 40.4802 , 662.7707 , 5.7000 , 0.0283 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , 0.1770 , 0.1770 , 0.0000 
6/19/2005, 0.0000 , 122.3200 , 40.4144 , 662.2354 , 7.9000 , 0.0392 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , -0.0096 , 0.0000 , -0.0096 
6/20/2005, 0.0000 , 122.3200 , 40.4144 , 662.2354 , 7.9000 , 0.0392 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , 0.0562 , 0.0562 , 0.0000 
6/21/2005, 0.0000 , 122.3100 , 40.3485 , 661.7001 , 6.8000 , 0.0337 , 0.0320 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0320 , -0.0001 , 0.0000 , -0.0001 
6/22/2005, 0.0000 , 122.3100 , 40.3485 , 661.7001 , 7.9000 , 0.0392 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0652 , 0.0652 , 0.0000 
6/23/2005, 0.0000 , 122.3000 , 40.2827 , 661.1648 , 8.7000 , 0.0431 , 0.0230 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0230 , 0.0003 , 0.0003 , 0.0000 
6/24/2005, 0.0000 , 122.2900 , 40.2169 , 660.6294 , 9.0000 , 0.0446 , 0.0210 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0210 , -0.0002 , 0.0000 , -0.0002 
6/25/2005, 0.0000 , 122.2800 , 40.1510 , 660.0941 , 8.7000 , 0.0431 , 0.0230 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0230 , 0.0002 , 0.0002 , 0.0000 
6/26/2005, 0.0000 , 122.2700 , 40.0852 , 659.5588 , 8.8000 , 0.0435 , 0.0220 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0220 , -0.0003 , 0.0000 , -0.0003 
6/27/2005, 0.0000 , 122.2500 , 39.9535 , 658.4882 , 8.9000 , 0.0440 , 0.0880 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0880 , 0.0003 , 0.0003 , 0.0000 
6/28/2005, 0.0000 , 122.2500 , 39.9535 , 658.4882 , 8.3000 , 0.0410 , 0.0170 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0170 , 0.0580 , 0.0580 , 0.0000 
6/29/2005, 0.0000 , 122.2400 , 39.8877 , 657.9528 , 9.5000 , 0.0469 , 0.0190 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0190 , 0.0000 , 0.0000 , 0.0000 
6/30/2005, 0.0000 , 122.2200 , 39.7560 , 656.8822 , 9.8000 , 0.0483 , 0.0830 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0830 , -0.0004 , 0.0000 , -0.0004 
7/1/2005, 0.0000 , 122.2100 , 39.6902 , 656.3469 , 9.1000 , 0.0448 , 0.0210 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0210 , -0.0000 , 0.0000 , -0.0000 
7/2/2005, 0.0000 , 122.2000 , 39.6243 , 655.8116 , 8.3000 , 0.0408 , 0.0250 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0250 , -0.0000 , 0.0000 , -0.0000 
7/3/2005, 0.0000 , 122.1900 , 39.5585 , 655.2762 , 6.4000 , 0.0315 , 0.0340 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0340 , -0.0004 , 0.0000 , -0.0004 
7/4/2005, 0.0000 , 122.1800 , 39.4927 , 654.7409 , 6.4000 , 0.0314 , 0.0340 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0340 , -0.0004 , 0.0000 , -0.0004 
7/5/2005, 0.0000 , 122.1600 , 39.3610 , 653.6703 , 7.2000 , 0.0353 , 0.0960 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0960 , -0.0004 , 0.0000 , -0.0004 
7/6/2005, 0.0000 , 122.1500 , 39.2952 , 653.1350 , 8.3000 , 0.0407 , 0.0250 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0250 , -0.0002 , 0.0000 , -0.0002 
7/7/2005, 0.0000 , 122.1400 , 39.2293 , 652.5996 , 7.9400 , 0.0389 , 0.0270 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , 0.0000 , 0.0000 , 0.0000 
7/8/2005, 0.0000 , 122.1300 , 39.1635 , 652.0643 , 7.9000 , 0.0386 , 0.0270 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , -0.0002 , 0.0000 , -0.0002 
7/9/2005, 0.0000 , 122.0900 , 38.9001 , 649.9230 , 4.9100 , 0.0239 , 0.2390 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.2390 , -0.0004 , 0.0000 , -0.0004 
7/10/2005, 0.0000 , 122.0400 , 38.5709 , 647.2464 , 4.9000 , 0.0238 , 0.1897 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1897 , -0.1157 , 0.0000 , -0.1157 
7/11/2005, 0.0000 , 122.0300 , 38.5051 , 646.7111 , 4.8000 , 0.0233 , 0.0870 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0870 , 0.0444 , 0.0444 , 0.0000 
7/12/2005, 0.0000 , 122.0200 , 38.4393 , 646.1758 , 5.2500 , 0.0254 , 0.0400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0400 , -0.0004 , 0.0000 , -0.0004 
7/13/2005, 0.0000 , 122.0100 , 38.3734 , 645.6405 , 5.6700 , 0.0275 , 0.0380 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0380 , -0.0004 , 0.0000 , -0.0004 
7/14/2005, 0.0000 , 122.0000 , 38.3076 , 619.8189 , 7.1800 , 0.0334 , 0.0320 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0320 , -0.0005 , 0.0000 , -0.0005 
7/15/2005, 0.0000 , 121.9900 , 38.2444 , 620.3246 , 8.6900 , 0.0404 , 0.0230 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0230 , 0.0002 , 0.0002 , 0.0000 
7/16/2005, 0.0000 , 121.9700 , 38.1179 , 621.3361 , 9.0700 , 0.0423 , 0.0840 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0840 , -0.0002 , 0.0000 , -0.0002 
7/17/2005, 0.0000 , 121.9600 , 38.0547 , 621.8418 , 9.6200 , 0.0449 , 0.0190 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0190 , 0.0006 , 0.0006 , 0.0000 
7/18/2005, 0.0000 , 121.9400 , 37.9283 , 622.8532 , 9.6200 , 0.0449 , 0.0820 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0820 , 0.0005 , 0.0005 , 0.0000 
7/19/2005, 0.0000 , 121.9300 , 37.8650 , 623.3590 , 10.2000 , 0.0477 , 0.0193 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0193 , 0.0037 , 0.0037 , 0.0000 
7/20/2005, 0.0000 , 121.9100 , 37.7386 , 624.3704 , 5.6700 , 0.0266 , 0.1000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.1000 , 0.0001 , 0.0001 , 0.0000 
7/21/2005, 0.0000 , 121.9000 , 37.6754 , 624.8761 , 7.1800 , 0.0336 , 0.0300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0300 , 0.0004 , 0.0004 , 0.0000 
7/22/2005, 0.0000 , 121.8800 , 37.5489 , 625.8876 , 6.8000 , 0.0319 , 0.0950 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0950 , 0.0005 , 0.0005 , 0.0000 
7/23/2005, 0.0000 , 121.8700 , 37.4857 , 626.3933 , 7.5600 , 0.0355 , 0.0280 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0280 , 0.0003 , 0.0003 , 0.0000 
7/24/2005, 0.0000 , 121.8600 , 37.4225 , 626.8990 , 2.8000 , 0.0132 , 0.0500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0500 , -0.0001 , 0.0000 , -0.0001 
7/25/2005, 0.0000 , 121.8400 , 37.2960 , 627.9105 , 8.3100 , 0.0391 , 0.0870 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0870 , -0.0003 , 0.0000 , -0.0003 
7/26/2005, 0.0000 , 121.8300 , 37.2328 , 628.4162 , 7.6000 , 0.0358 , 0.0270 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , -0.0004 , 0.0000 , -0.0004 
7/27/2005, 0.0000 , 121.8200 , 37.1696 , 628.9219 , 8.3000 , 0.0392 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , -0.0001 , 0.0000 , -0.0001 
7/28/2005, 0.0000 , 121.8100 , 37.1064 , 629.4277 , 9.8000 , 0.0463 , 0.0190 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0190 , 0.0020 , 0.0020 , 0.0000 
7/29/2005, 0.0000 , 121.8000 , 37.0431 , 629.9334 , 8.3100 , 0.0393 , 0.0240 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0240 , 0.0000 , 0.0000 , 0.0000 
7/30/2005, 0.0000 , 121.7900 , 36.9799 , 630.4391 , 9.1000 , 0.0430 , 0.0200 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0200 , -0.0002 , 0.0000 , -0.0002 
7/31/2005, 0.0000 , 121.7800 , 36.9167 , 630.9448 , 7.5600 , 0.0358 , 0.0270 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , -0.0004 , 0.0000 , -0.0004 
8/1/2005, 0.0000 , 121.7700 , 36.8535 , 631.4506 , 7.5600 , 0.0358 , 0.0270 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0270 , -0.0004 , 0.0000 , -0.0004 
8/2/2005, 0.0000 , 121.7500 , 36.7270 , 632.4620 , 9.8300 , 0.0466 , 0.0800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0800 , 0.0002 , 0.0002 , 0.0000 
8/3/2005, 0.0000 , 121.7400 , 36.6638 , 632.9677 , 7.9400 , 0.0377 , 0.0260 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0260 , 0.0005 , 0.0005 , 0.0000 
8/4/2005, 0.0000 , 121.7300 , 36.6006 , 633.4735 , 7.1800 , 0.0341 , 0.0290 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0290 , -0.0001 , 0.0000 , -0.0001 
8/5/2005, 0.0000 , 121.7200 , 36.5374 , 633.9792 , 6.8000 , 0.0323 , 0.0310 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0310 , 0.0001 , 0.0001 , 0.0000 
8/6/2005, 0.0000 , 121.7000 , 36.4109 , 634.9906 , 7.5600 , 0.0360 , 0.0900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0900 , -0.0004 , 0.0000 , -0.0004 
8/7/2005, 0.0000 , 121.6800 , 36.2845 , 636.0021 , 6.9900 , 0.0333 , 0.0930 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0930 , -0.0001 , 0.0000 , -0.0001 
8/8/2005, 0.0000 , 121.6700 , 36.2212 , 636.5078 , 6.7900 , 0.0324 , 0.0310 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0310 , 0.0002 , 0.0002 , 0.0000 
8/9/2005, 0.0000 , 121.6500 , 36.0948 , 637.5193 , 7.5600 , 0.0361 , 0.0900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0900 , -0.0003 , 0.0000 , -0.0003 
